director,film,actor,gender,space,role
Agnieszka Holland,Fever,Stanislaw Jaroszynski,m,0.0002,Mezczyzna w biurze ochrany
Agnieszka Holland,Fever,Juliusz Lubicz-Lisowski,m,0.0002,Gosc na wystawie
Agnieszka Holland,Fever,Stefan Paska,m,0.0002,Robotnik przed fabryka
Agnieszka Holland,Fever,Marek Probosz,m,0.0002,Chlopak badany przez lekarza
Agnieszka Holland,Fever,Jerzy Rogowski,m,0.0002,Robotnik
Agnieszka Holland,The First,Sean Penn,m,0.0002,Tom Hagerty
Agnieszka Holland,The First,Natascha McElhone,f,0.0002,Laz Ingram
Agnieszka Holland,The First,LisaGay Hamilton,f,0.0002,Kayla Price
Agnieszka Holland,The First,Hannah Ware,f,0.0002,Sadie Hewitt
Agnieszka Holland,The First,Keiko Agena,f,0.0002,Aiko Hakari
Agnieszka Holland,The First,Rey Lucas,m,0.0002,Matteo Vega
Agnieszka Holland,The First,James Ransone,m,0.0002,Nick Fletcher
Agnieszka Holland,The First,Anna Jacoby-Heron,f,0.0002,Denise Hagerty
Agnieszka Holland,The First,Brian Lee Franklin,m,0.0002,Lawrence
Agnieszka Holland,The First,Oded Fehr,m,0.0002,Eitan Hafri
Agnieszka Holland,The First,T.C. Matherne,m,0.0002,Jason
Agnieszka Holland,The First,D.W. Moffett,m,0.0002,Bob Cordine
Agnieszka Holland,The First,Toney Chapman Steele,m,0.0002,Media / ...
Agnieszka Holland,The First,Annie Parisse,f,0.0002,Ellen Dawes
Agnieszka Holland,The First,Tracie Thoms,f,0.0002,Nancy
Agnieszka Holland,The First,Fernanda Andrade,f,0.0002,Camila Rodriguez / ...
Agnieszka Holland,The First,Anthony Marble,m,0.0002,Engineer #1
Agnieszka Holland,The First,Sheenan Cole,f,0.0002,Mechanical Engineer
Agnieszka Holland,The First,Jeannie Berlin,f,0.0002,The President
Agnieszka Holland,The First,Amber Patino,f,0.0002,Amanda Ingram
Agnieszka Holland,The First,Eden Grace Redfield,f,0.0002,Young Denise
Agnieszka Holland,The First,Alex Rubin,m,0.0002,Devon Ingram
Agnieszka Holland,The First,Scott Takeda,m,0.0002,Todd
Agnieszka Holland,The First,Sharon Omi,f,0.0002,Edith
Agnieszka Holland,The First,Patrick Kennedy,m,0.0002,Ollie / ...
Agnieszka Holland,The First,Kelly Murtagh,f,0.0002,Engineer #2
Agnieszka Holland,The First,John McConnell,m,0.0002,Senator Thibodeaux
Agnieszka Holland,The First,Cara Ronzetti,f,0.0002,Myk
Agnieszka Holland,The First,Norbert Leo Butz,m,0.0002,Matthew Dawes
Agnieszka Holland,The First,Melissa George,f,0.0002,Diane Hagerty
Agnieszka Holland,The First,Miguel Nájera,m,0.0002,Mr. Castillo
Agnieszka Holland,The First,Sol Miranda,f,0.0002,Mrs. Castillo
Agnieszka Holland,The First,Fallon Katz,f,0.0002,Charlotte Dawes
Agnieszka Holland,The First,Marcus Lyle Brown,m,0.0002,Launch Director
Agnieszka Holland,The First,Devyn A. Tyler,f,0.0002,Samantha
Agnieszka Holland,The First,Galen Lee,m,0.0002,Aiko's Son #1
Agnieszka Holland,The First,Asher Lee,m,0.0002,Aiko's Son #2
Agnieszka Holland,The First,Billy Slaughter,m,0.0002,Vista Lawyer
Agnieszka Holland,The First,Julia Badinger,f,0.0002,Young Laz
Agnieszka Holland,The First,GiGi Erneta,f,0.0002,News Anchor
Agnieszka Holland,The First,Bill Camp,m,0.0002,Aaron Shultz
Agnieszka Holland,The First,Caroline Cole,f,0.0002,College Girl #1
Agnieszka Holland,The First,Robert J. Gilchrist,m,0.0002,Sim Operator
Agnieszka Holland,The First,Jenna Harvey,f,0.0002,College Girl #2
Agnieszka Holland,The First,Jordan Salloum,m,0.0002,Denise's Older Boyfriend
Agnieszka Holland,The First,Paul Hughes,m,0.0002,Hagerty Buddy #1
Agnieszka Holland,The First,Rachel Whitman Groves,f,0.0002,Hagerty Buddy #2
Agnieszka Holland,The First,Angela Conner,f,0.0002,Middle Aged Woman
Agnieszka Holland,The First,Franco Gonzalez,m,0.0002,Luis Castillo
Agnieszka Holland,The First,Andre De'Sean Shanks,m,0.0002,Rehab Receptionist
Agnieszka Holland,"Olivier, Olivier",Frédéric Quiring,m,0.0002,Marcel
Agnieszka Holland,"Olivier, Olivier",Faye Gatteau,f,0.0002,Nadine petite
Agnieszka Holland,"Olivier, Olivier",Emmanuel Morozof,m,0.0002,Olivier petit
Agnieszka Holland,"Olivier, Olivier",Brigitte Roüan,f,0.0002,Elisabeth Duval
Agnieszka Holland,"Olivier, Olivier",François Cluzet,m,0.0002,Serge Duval
Agnieszka Holland,"Olivier, Olivier",Carole Lemerle,f,0.0002,Babette petite
Agnieszka Holland,"Olivier, Olivier",Jean-François Stévenin,m,0.0002,l'inspecteur Druot
Agnieszka Holland,"Olivier, Olivier",Jean-Bernard Josko,m,0.0002,le flic
Agnieszka Holland,"Olivier, Olivier",Lucrèce La Chenardière,f,0.0002,la voisine
Agnieszka Holland,"Olivier, Olivier",Madeleine Marie,f,0.0002,La grand-mère
Agnieszka Holland,"Olivier, Olivier",Françoise Lorente,f,0.0002,la droguée
Agnieszka Holland,"Olivier, Olivier",Alexis Derlon,m,0.0002,Micky
Agnieszka Holland,"Olivier, Olivier",Grégoire Colin,m,0.0002,Olivier
Agnieszka Holland,"Olivier, Olivier",Mathias Jung,m,0.0002,Simard
Agnieszka Holland,"Olivier, Olivier",Marina Golovine,f,0.0002,Nadine
Agnieszka Holland,"Olivier, Olivier",Vanessa Martin,f,0.0002,Babette
Agnieszka Holland,"Olivier, Olivier",Florian Billion,m,0.0002,Petit Paul
Agnieszka Holland,"Olivier, Olivier",Luc Etienne,m,0.0002,le collegue de Druot
Agnieszka Holland,"Olivier, Olivier",Marcelle Beignon,f,0.0002,la femme au chat
Agnieszka Holland,Obrazki z zycia,Bogdan Baer,m,0.0002,Felicjan
Agnieszka Holland,Obrazki z zycia,Henryk Bak,m,0.0002,Director
Agnieszka Holland,Obrazki z zycia,Jolanta Bohdal,f,0.0002,Luba
Agnieszka Holland,Obrazki z zycia,Bozena Dykiel,f,0.0002,Kowalska
Agnieszka Holland,Obrazki z zycia,Adam Hanuszkiewicz,m,0.0002,Theatre Director
Agnieszka Holland,Obrazki z zycia,Jan Himilsbach,m,0.0002,False Writer
Agnieszka Holland,Obrazki z zycia,Jerzy Kamas,m,0.0002,Franciszek Piotrowski
Agnieszka Holland,Obrazki z zycia,Grazyna Klepka,f,0.0002,Bozena
Agnieszka Holland,Obrazki z zycia,Halina Kowalska,f,0.0002,Marysia
Agnieszka Holland,Obrazki z zycia,Kazimierz Kaczor,m,0.0002,Sergeant
Agnieszka Holland,Obrazki z zycia,Jolanta Lothe,f,0.0002,Kazia Szymczak
Agnieszka Holland,Obrazki z zycia,Wlodzimierz Nowak,m,0.0002,Lover
Agnieszka Holland,Obrazki z zycia,Janina Nowicka,f,0.0002,Piotrowska
Agnieszka Holland,Obrazki z zycia,Andrzej Niemira,m,0.0002,Tadeusz Baranski
Agnieszka Holland,Obrazki z zycia,Zdzislaw Maklakiewicz,m,0.0002,Sobierajski
Agnieszka Holland,Obrazki z zycia,Józef Pieracki,m,0.0002,Judge
Agnieszka Holland,Obrazki z zycia,Wojciech Pszoniak,m,0.0002,Jerzy Wojciechowski
Agnieszka Holland,Obrazki z zycia,Danuta Rinn,f,0.0002,Krystyna Wojciechowska
Agnieszka Holland,Obrazki z zycia,Joanna Sienkiewicz,f,0.0002,Krystyna
Agnieszka Holland,Obrazki z zycia,Andrzej Seweryn,m,0.0002,Writer
Agnieszka Holland,Obrazki z zycia,Krzysztof Swietochowski,m,0.0002,Jerzy Szopka
Agnieszka Holland,Obrazki z zycia,Andrzej Szczepkowski,m,0.0002,Advocate
Agnieszka Holland,Obrazki z zycia,Franciszek Trzeciak,m,0.0002,Slodowy
Agnieszka Holland,Obrazki z zycia,Janusz Zakrzenski,m,0.0002,Batoga
Agnieszka Holland,Obrazki z zycia,Zbigniew Zapasiewicz,m,0.0002,Impresario
Agnieszka Holland,Obrazki z zycia,Zygmunt Zintel,m,0.0002,Clerk
Agnieszka Holland,Obrazki z zycia,Barbara Bargielowska,f,0.0002,Club Manager
Agnieszka Holland,Obrazki z zycia,Marek Bargielowski,m,0.0002,Psychologist
Agnieszka Holland,Obrazki z zycia,Piotr Borowy,m,0.0002,Musician
Agnieszka Holland,Obrazki z zycia,Barbara Burska,f,0.0002,Secretary Grazyna
Agnieszka Holland,Obrazki z zycia,Zofia Czerwinska,f,0.0002,Judge
Agnieszka Holland,Obrazki z zycia,Maria Czubasiewicz,f,0.0002,Theatre Director's Secretary
Agnieszka Holland,Obrazki z zycia,Bohdan Ejmont,m,0.0002,Major
Agnieszka Holland,Obrazki z zycia,Anna Falkiewicz,f,0.0002,Wireter's Girl
Agnieszka Holland,Obrazki z zycia,Stanislaw Jaroszynski,m,0.0002,Commandant
Agnieszka Holland,Obrazki z zycia,Jerzy Januszewicz,m,0.0002,Judge
Agnieszka Holland,Obrazki z zycia,Józef Kalita,m,0.0002,Club Worker
Agnieszka Holland,Obrazki z zycia,Marek Kepinski,m,0.0002,Advocate
Agnieszka Holland,Obrazki z zycia,Jacek Kleyff,m,0.0002,Music Band Manager
Agnieszka Holland,Obrazki z zycia,Waclaw Kowalski,m,0.0002,Porter
Agnieszka Holland,Obrazki z zycia,Teresa Lipowska,f,0.0002,Bozena's Mother
Agnieszka Holland,Obrazki z zycia,Tomasz Marzecki,m,0.0002,Messenger
Agnieszka Holland,Obrazki z zycia,Alicja Migulanka,f,0.0002,Bystander
Agnieszka Holland,Obrazki z zycia,Marek Perepeczko,m,0.0002,Janosik
Agnieszka Holland,Obrazki z zycia,Joanna Sobieska,f,0.0002,Brunette
Agnieszka Holland,Obrazki z zycia,Andrzej Swat,m,0.0002,Musician
Agnieszka Holland,Obrazki z zycia,Danuta Wodynska,f,0.0002,Female Clerk
Agnieszka Holland,Obrazki z zycia,Ewa Borowik,f,0.0002,
Agnieszka Holland,Obrazki z zycia,Juliusz Lubicz-Lisowski,m,0.0002,Doctor
Agnieszka Holland,Obrazki z zycia,Edward Rauch,m,0.0002,Dancer
Agnieszka Holland,Obrazki z zycia,Eugeniusz Robaczewski,m,0.0002,Bozena's Father
Agnieszka Holland,Obrazki z zycia,Grazyna Szapolowska,f,0.0002,Writer's Girl
Agnieszka Holland,Obrazki z zycia,Zdzislaw Szymanski,m,0.0002,Patient
Agnieszka Holland,Obrazki z zycia,Michal Tarkowski,m,0.0002,Music Group Manager
Agnieszka Holland,Julie Walking Home,Miranda Otto,f,0.0002,Julie Makowsky
Agnieszka Holland,Julie Walking Home,William Fichtner,m,0.0002,Henry
Agnieszka Holland,Julie Walking Home,Lothaire Bluteau,m,0.0002,Alexy
Agnieszka Holland,Julie Walking Home,Ryan Smith,m,0.0002,Nicholas
Agnieszka Holland,Julie Walking Home,Bianca Crudo,f,0.0002,Nicole
Agnieszka Holland,Julie Walking Home,Jerzy Nowak,m,0.0002,Mieczyslaw 'Mietek' Makowsky
Agnieszka Holland,Julie Walking Home,Boguslawa Schubert,f,0.0002,Bogusia
Agnieszka Holland,Julie Walking Home,Maciej Stuhr,m,0.0002,Piotr
Agnieszka Holland,Julie Walking Home,Maria Seweryn,f,0.0002,Dorota
Agnieszka Holland,Julie Walking Home,Piotr Kolodziejska,m,0.0002,Young Alexy
Agnieszka Holland,Julie Walking Home,Kazimierz Borowiec,m,0.0002,Doctor Ivan
Agnieszka Holland,Julie Walking Home,Sergei Motenko,m,0.0002,Doctor Zhenia
Agnieszka Holland,Julie Walking Home,Violetta Kolakowska,f,0.0002,Dead Woman
Agnieszka Holland,Julie Walking Home,Przemyslaw Sadowski,m,0.0002,Wounded Man
Agnieszka Holland,Julie Walking Home,Jolanta Rzaczkiewicz,f,0.0002,Russian Nurse
Agnieszka Holland,Julie Walking Home,Ginger King,f,0.0002,Woman in Bed
Agnieszka Holland,Julie Walking Home,Jackie Torrens,f,0.0002,Monica
Agnieszka Holland,Julie Walking Home,Stephen Morgan,m,0.0002,Terry
Agnieszka Holland,Julie Walking Home,Sophia Nguan,f,0.0002,Woman House Buyer
Agnieszka Holland,Julie Walking Home,Victor Tang,m,0.0002,Man House Buyer
Agnieszka Holland,Julie Walking Home,Mary-Colin Chisholm,f,0.0002,Doctor Sabina
Agnieszka Holland,Julie Walking Home,Michael D'Ascenzo,m,0.0002,Frankie
Agnieszka Holland,Julie Walking Home,Deborah Allen,f,0.0002,Canadian Nurse
Agnieszka Holland,Julie Walking Home,Mauralea Austin,f,0.0002,Frankie's Mother
Agnieszka Holland,Julie Walking Home,Mark Day,m,0.0002,Priest Harper
Agnieszka Holland,Julie Walking Home,Jennifer Overton,f,0.0002,Laura
Agnieszka Holland,Julie Walking Home,Jeremy Akerman,m,0.0002,Samuel
Agnieszka Holland,Julie Walking Home,Rafal Mohr,m,0.0002,Alexei's assistant
Agnieszka Holland,Julie Walking Home,Matylda Podfilipska,f,0.0002,Alexy's Assistant
Agnieszka Holland,Julie Walking Home,Katarzyna Ankudowicz,f,0.0002,Alexei's Assistant
Agnieszka Holland,Julie Walking Home,Piotr Szczerbic,m,0.0002,Alexy's Assistant
Agnieszka Holland,Julie Walking Home,Iwona Ziaja Majewska,f,0.0002,Woman
Agnieszka Holland,Julie Walking Home,Lech Mackiewicz,m,0.0002,Polish Doctor
Agnieszka Holland,Julie Walking Home,Lech Dyblik,m,0.0002,Crazy Man
Agnieszka Holland,Julie Walking Home,Anna Antonowa,f,0.0002,Alexy's Mother
Agnieszka Holland,Julie Walking Home,Maria Peszek,f,0.0002,Alexei's Sister
Agnieszka Holland,Julie Walking Home,Piotr Rekawik,m,0.0002,Groom
Agnieszka Holland,Julie Walking Home,Ilja Zmiejew,m,0.0002,Russian Priest
Agnieszka Holland,Julie Walking Home,John Davie,m,0.0002,Bob
Agnieszka Holland,Julie Walking Home,Jim Swansburg,m,0.0002,Les
Agnieszka Holland,Julie Walking Home,Trina Corkum,f,0.0002,Mary
Agnieszka Holland,Julie Walking Home,Stan Carew,m,0.0002,Policeman 1
Agnieszka Holland,Julie Walking Home,Geoff McLean,m,0.0002,Policeman 2
Agnieszka Holland,Julie Walking Home,Jean-Luc Julien,m,0.0002,
Agnieszka Holland,Julie Walking Home,Anja Antonowicz,f,0.0002,Girl
Agnieszka Holland,Julie Walking Home,Dylan Aucoin,m,0.0002,Kid in Hospital
Agnieszka Holland,Julie Walking Home,Bartosz Opania,m,0.0002,Man
Agnieszka Holland,Julie Walking Home,Dagmara Sieminska,f,0.0002,Woman
Agnieszka Holland,Julie Walking Home,Sheree Smith,f,0.0002,Nurse
Agnieszka Holland,Largo desolato,Pierre Arditi,m,0.0002,Léopold
Agnieszka Holland,Largo desolato,Éva Darlan,f,0.0002,Zuzana
Agnieszka Holland,Largo desolato,Jean-Claude Dauphin,m,0.0002,Olda
Agnieszka Holland,Largo desolato,Dominique Blanc,f,0.0002,Lucy
Agnieszka Holland,Largo desolato,Stephan Meldegg,m,0.0002,Olbram
Agnieszka Holland,Largo desolato,Florence Darel,f,0.0002,Marketa
Agnieszka Holland,Largo desolato,Patrick Catalifo,m,0.0002,
Agnieszka Holland,Largo desolato,Vincent Grass,m,0.0002,
Agnieszka Holland,Largo desolato,Laurent Arnal,m,0.0002,
Agnieszka Holland,Largo desolato,Didier Galas,m,0.0002,
Agnieszka Holland,Fallen Angels,Miguel Ferrer,m,0.0002,Prologue Narrator / ...
Agnieszka Holland,Fallen Angels,Lynette Walden,f,0.0002,Fay Friendly - Host
Agnieszka Holland,Fallen Angels,Dan Hedaya,m,0.0002,Auger / ...
Agnieszka Holland,Fallen Angels,Bernard Hocke,m,0.0002,Customer #2 / ...
Agnieszka Holland,Fallen Angels,Peter Berg,m,0.0002,Augie / ...
Agnieszka Holland,Fallen Angels,Wayne Grace,m,0.0002,Pat Marino / ...
Agnieszka Holland,Fallen Angels,Grace Zabriskie,f,0.0002,Bartender / ...
Agnieszka Holland,Fallen Angels,Patrick Massett,m,0.0002,Joe Helgeson / ...
Agnieszka Holland,Fallen Angels,Alpheus Merchant,m,0.0002,Janitor
Agnieszka Holland,Fallen Angels,Peter Gallagher,m,0.0002,Dr. Yorgrau / ...
Agnieszka Holland,Fallen Angels,Barbara Howard,f,0.0002,Janice / ...
Agnieszka Holland,Fallen Angels,Johanna Went,f,0.0002,Female Motorist / ...
Agnieszka Holland,Fallen Angels,Laura Dern,f,0.0002,Annie Ainsley
Agnieszka Holland,Fallen Angels,Bruno Kirby,m,0.0002,Tony Reseck
Agnieszka Holland,Fallen Angels,Joe Mantegna,m,0.0002,Carl Streeter
Agnieszka Holland,Fallen Angels,Gary Oldman,m,0.0002,Pat Kelley
Agnieszka Holland,Fallen Angels,Dana Delany,f,0.0002,Helen Fiske
Agnieszka Holland,Fallen Angels,Brendan Fraser,m,0.0002,Johnny Lamb
Agnieszka Holland,Fallen Angels,Danny Glover,m,0.0002,Philip Marlowe
Agnieszka Holland,Fallen Angels,Jennifer Grey,f,0.0002,Ginger Allen
Agnieszka Holland,Fallen Angels,Christopher Lloyd,m,0.0002,The Continental Op
Agnieszka Holland,Fallen Angels,Bill Pullman,m,0.0002,Rich Thurber
Agnieszka Holland,Fallen Angels,Bonnie Bedelia,f,0.0002,Sally Creighton
Agnieszka Holland,Fallen Angels,Marg Helgenberger,f,0.0002,Eve Cressy
Agnieszka Holland,Fallen Angels,Alan Rickman,m,0.0002,Dwight Billings
Agnieszka Holland,Fallen Angels,Meg Tilly,f,0.0002,Lois Weldon
Agnieszka Holland,Fallen Angels,Benicio Del Toro,m,0.0002,Paco
Agnieszka Holland,Fallen Angels,Marcia Gay Harden,f,0.0002,Marie
Agnieszka Holland,Fallen Angels,Lucinda Jenney,f,0.0002,Ginny
Agnieszka Holland,Fallen Angels,Kelly Lynch,f,0.0002,Lola
Agnieszka Holland,Fallen Angels,William Petersen,m,0.0002,George
Agnieszka Holland,Fallen Angels,Bruce Ramsay,m,0.0002,Paul
Agnieszka Holland,Fallen Angels,Laura San Giacomo,f,0.0002,Peggy Carroll
Agnieszka Holland,Fallen Angels,Eric Stoltz,m,0.0002,Nick Ballestier
Agnieszka Holland,Fallen Angels,Gabrielle Anwar,f,0.0002,Delia
Agnieszka Holland,Fallen Angels,Diane Lane,f,0.0002,Bernette Stone
Agnieszka Holland,Fallen Angels,Jon Polito,m,0.0002,Al Reseck
Agnieszka Holland,Fallen Angels,Vinessa Shaw,f,0.0002,Jeannie Streeter
Agnieszka Holland,Fallen Angels,Adam Baldwin,m,0.0002,Ralph
Agnieszka Holland,Fallen Angels,Peter Coyote,m,0.0002,Herman Charn
Agnieszka Holland,Fallen Angels,Heather Graham,f,0.0002,Carol Whalen
Agnieszka Holland,Fallen Angels,Richard Portnow,m,0.0002,Jack Malkov
Agnieszka Holland,Fallen Angels,Robin Bartlett,f,0.0002,Jean Medill
Agnieszka Holland,Fallen Angels,Patrick Breen,m,0.0002,Doc
Agnieszka Holland,Fallen Angels,Paul Guilfoyle,m,0.0002,Steve Prokowski
Agnieszka Holland,Fallen Angels,Kim Coates,m,0.0002,Trigger
Agnieszka Holland,Fallen Angels,Ron Rifkin,m,0.0002,Frank Barsaly
Agnieszka Holland,Fallen Angels,Michael Rooker,m,0.0002,Babe McCloor
Agnieszka Holland,Fallen Angels,Vondie Curtis-Hall,m,0.0002,David O'Connor
Agnieszka Holland,Fallen Angels,J.E. Freeman,m,0.0002,Johnny Cabe
Agnieszka Holland,In Darkness,Robert Wieckiewicz,m,0.0002,Leopold Socha
Agnieszka Holland,In Darkness,Benno Fürmann,m,0.0002,Mundek Margulies
Agnieszka Holland,In Darkness,Agnieszka Grochowska,f,0.0002,Klara Keller
Agnieszka Holland,In Darkness,Maria Schrader,f,0.0002,Paulina Chiger
Agnieszka Holland,In Darkness,Herbert Knaup,m,0.0002,Ignacy Chiger
Agnieszka Holland,In Darkness,Marcin Bosak,m,0.0002,Yanek Weiss
Agnieszka Holland,In Darkness,Julia Kijowska,f,0.0002,Chaja
Agnieszka Holland,In Darkness,Jerzy Walczak,m,0.0002,Jacob Berestycki
Agnieszka Holland,In Darkness,Oliwer Stanczak,m,0.0002,Pawel Chiger
Agnieszka Holland,In Darkness,Milla Bankowicz,f,0.0002,Krystyna Chiger
Agnieszka Holland,In Darkness,Krzysztof Skonieczny,m,0.0002,Szczepek
Agnieszka Holland,In Darkness,Kinga Preis,f,0.0002,Wanda Socha
Agnieszka Holland,In Darkness,Aleksander Mincer,m,0.0002,Szlomo Landsberg
Agnieszka Holland,In Darkness,Piotr Glowacki,m,0.0002,Icek Frenkiel
Agnieszka Holland,In Darkness,Maria Semotiuk,f,0.0002,Mania Keller
Agnieszka Holland,In Darkness,Michal Zurawski,m,0.0002,Bortnik
Agnieszka Holland,In Darkness,Zofia Pieczynska,f,0.0002,Stefcia Socha
Agnieszka Holland,In Darkness,Etl Szyc,f,0.0002,Szona Grossman
Agnieszka Holland,In Darkness,Weronika Rosati,f,0.0002,Young Woman with Child
Agnieszka Holland,In Darkness,Andrzej Mastalerz,m,0.0002,Sawicki
Agnieszka Holland,In Darkness,Ida Lozinska,m,0.0002,Rachela Grossman
Agnieszka Holland,In Darkness,Mania Lozinska,m,0.0002,Teenage Boy Sister
Agnieszka Holland,In Darkness,Dorota Liliental,f,0.0002,Bystander #1
Agnieszka Holland,In Darkness,Maja Bohosiewicz,f,0.0002,Girl - Robbery
Agnieszka Holland,In Darkness,Vito Hanne,m,0.0002,Boy - Robbery
Agnieszka Holland,In Darkness,Piotr Nowak,m,0.0002,German Soldier
Agnieszka Holland,In Darkness,Laura Lo Zito,f,0.0002,Irena
Agnieszka Holland,In Darkness,Zacharjasz Muszynski,m,0.0002,Ukranian Militiaman
Agnieszka Holland,In Darkness,Olena Leonenko,f,0.0002,Woman Vendor
Agnieszka Holland,In Darkness,Jeremias Koschorz,m,0.0002,Young German Soldier
Agnieszka Holland,In Darkness,Maciej Wieckowski,m,0.0002,Priest
Agnieszka Holland,In Darkness,Alexandre Levit,m,0.0002,Kovalev
Agnieszka Holland,In Darkness,Frank-Michael Köbe,m,0.0002,Wilhaus
Agnieszka Holland,In Darkness,Ireneusz Czop,m,0.0002,Janowssa SS Man
Agnieszka Holland,In Darkness,Anton Levit,m,0.0002,Max - Ukranian Officer
Agnieszka Holland,In Darkness,Benjamin Höppner,m,0.0002,SS Mining Officer
Agnieszka Holland,In Darkness,Ryszard Mosingiewicz,m,0.0002,Old Man
Agnieszka Holland,In Darkness,Filip Garbacz,m,0.0002,Teenage Boy
Agnieszka Holland,In Darkness,Dorota Paciarelli,f,0.0002,Woman Vendor
Agnieszka Holland,In Darkness,Aniela Nykowska,f,0.0002,Anielka
Agnieszka Holland,In Darkness,Wolfgang Boos,m,0.0002,Officer
Agnieszka Holland,In Darkness,Benedikt Crisand,m,0.0002,Daniel
Agnieszka Holland,In Darkness,Joachim Paul Assböck,m,0.0002,Nowak
Agnieszka Holland,Shot in the Heart,Anne Kathryn Parma,f,0.0002,Wanda Brown
Agnieszka Holland,Shot in the Heart,Ashley Edwards,f,0.0002,Alta Brown
Agnieszka Holland,Shot in the Heart,Evyn Clark,f,0.0002,Bessie
Agnieszka Holland,Shot in the Heart,Kim Abunuwara,f,0.0002,Melissa Brown
Agnieszka Holland,Shot in the Heart,Rick Macy,m,0.0002,Will Brown
Agnieszka Holland,Shot in the Heart,Giovanni Ribisi,m,0.0002,Mikal Gilmore
Agnieszka Holland,Shot in the Heart,Terry Beaver,m,0.0002,Richard Giaque
Agnieszka Holland,Shot in the Heart,Lee Tergesen,m,0.0002,"Frank Gilmore, Jr."
Agnieszka Holland,Shot in the Heart,Reid Sasser,m,0.0002,Guard No 1
Agnieszka Holland,Shot in the Heart,Elias Koteas,m,0.0002,Gary Gilmore
Agnieszka Holland,Shot in the Heart,Brett Fleisher,m,0.0002,Gaylen Gilmore
Agnieszka Holland,Shot in the Heart,Sam Shepard,m,0.0002,"Frank Gilmore, Sr."
Agnieszka Holland,Shot in the Heart,Trevor Gosden,m,0.0002,Mikal
Agnieszka Holland,Shot in the Heart,Amy Madigan,f,0.0002,Bessie Gilmore
Agnieszka Holland,Shot in the Heart,Paul Wesley,m,0.0002,Gary
Agnieszka Holland,Shot in the Heart,Matthew Armstrong,m,0.0002,Frank Jr.
Agnieszka Holland,Shot in the Heart,Marlo Bernier,f,0.0002,Guard No 2
Agnieszka Holland,Shot in the Heart,Rosemary Knower,f,0.0002,Aunt Ida
Agnieszka Holland,Shot in the Heart,Tom Quinn,m,0.0002,Uncle Vern
Agnieszka Holland,Shot in the Heart,Christopher Crutchfield Walker,m,0.0002,Stanger
Agnieszka Holland,Shot in the Heart,Lance Lewman,m,0.0002,Moody
Agnieszka Holland,Shot in the Heart,Eric Bogosian,m,0.0002,Larry Schiller
Agnieszka Holland,Shot in the Heart,Robby Ost,m,0.0002,Gary
Agnieszka Holland,Shot in the Heart,Evan Knapp,m,0.0002,Frank Jr.
Agnieszka Holland,Shot in the Heart,Naomi Kline,f,0.0002,Bessie
Agnieszka Holland,Shot in the Heart,Al Brown,m,0.0002,Counter Man
Agnieszka Holland,Shot in the Heart,Jon Garcia,m,0.0002,Schiller's Assistant
Agnieszka Holland,Shot in the Heart,Mets Suber,m,0.0002,Man with food
Agnieszka Holland,Shot in the Heart,Kym Perfetto,f,0.0002,Nicole
Agnieszka Holland,Shot in the Heart,Craig Sechler,m,0.0002,Interviewer
Agnieszka Holland,Shot in the Heart,Michael Gabel,m,0.0002,Guard No 3
Agnieszka Holland,Shot in the Heart,Richard Pilcher,m,0.0002,Judge
